group,scene,run_id,variant,iteration,lambda,feat_dim,mlp_quant,psnr,ssim,lpips,total_mb,anchors_trained,anchors_coded,metric_type,metric_value,notes,source,method_rank
survey,5-13,survey_reduced3dgs_5-13,reduced3dgs,,,,,29.295,0.900,0.192,247.010,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,6-7,survey_reduced3dgs_6-7,reduced3dgs,,,,,32.409,0.949,0.129,155.277,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,6-26,survey_reduced3dgs_6-26,reduced3dgs,,,,,28.007,0.860,0.217,332.755,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,6-31,survey_reduced3dgs_6-31,reduced3dgs,,,,,26.562,0.825,0.225,299.771,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,6-44,survey_reduced3dgs_6-44,reduced3dgs,,,,,26.936,0.885,0.166,307.025,,,render_metrics,,3DGS compression survey table,allMothod,10.000
survey,1-23,survey_gsplat_1-23,gsplat,,,,,25.355,0.810,0.219,600.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-42,survey_gsplat_1-42,gsplat,,,,,28.285,0.847,0.216,601.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-71,survey_gsplat_1-71,gsplat,,,,,27.423,0.849,0.213,602.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-73,survey_gsplat_1-73,gsplat,,,,,27.116,0.841,0.207,603.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-78,survey_gsplat_1-78,gsplat,,,,,26.019,0.838,0.226,604.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-100,survey_gsplat_1-100,gsplat,,,,,28.665,0.891,0.144,605.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,2-6,survey_gsplat_2-6,gsplat,,,,,27.628,0.865,0.145,606.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,2-8,survey_gsplat_2-8,gsplat,,,,,27.643,0.857,0.306,607.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,3-7,survey_gsplat_3-7,gsplat,,,,,27.301,0.804,0.284,608.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,3-11,survey_gsplat_3-11,gsplat,,,,,27.462,0.830,0.211,609.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,4-10,survey_gsplat_4-10,gsplat,,,,,26.816,0.794,0.267,610.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,4-25,survey_gsplat_4-25,gsplat,,,,,27.520,0.921,0.100,611.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,4-28,survey_gsplat_4-28,gsplat,,,,,26.745,0.896,0.292,612.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,5-6,survey_gsplat_5-6,gsplat,,,,,28.010,0.915,0.104,613.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,5-13,survey_gsplat_5-13,gsplat,,,,,29.272,0.900,0.155,614.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,6-7,survey_gsplat_6-7,gsplat,,,,,32.454,0.950,0.083,615.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,6-22,survey_gsplat_6-22,gsplat,,,,,32.402,0.941,0.070,616.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,6-26,survey_gsplat_6-26,gsplat,,,,,26.760,0.832,0.198,617.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,6-31,survey_gsplat_6-31,gsplat,,,,,26.965,0.887,0.139,618.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,6-44,survey_gsplat_6-44,gsplat,,,,,28.198,0.863,0.194,619.000,,,render_metrics,,3DGS compression survey table,allMothod,10.083
survey,1-23,survey_3DGS_1-23,3DGS,,,,,25.445,0.813,0.234,600.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-42,survey_3DGS_1-42,3DGS,,,,,28.403,0.851,0.229,601.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-71,survey_3DGS_1-71,3DGS,,,,,27.613,0.855,0.219,602.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-73,survey_3DGS_1-73,3DGS,,,,,27.247,0.844,0.220,603.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-78,survey_3DGS_1-78,3DGS,,,,,26.064,0.838,0.229,604.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-100,survey_3DGS_1-100,3DGS,,,,,28.615,0.891,0.169,605.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,2-6,survey_3DGS_2-6,3DGS,,,,,27.759,0.868,0.174,606.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,2-8,survey_3DGS_2-8,3DGS,,,,,27.734,0.859,0.294,607.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,3-7,survey_3DGS_3-7,3DGS,,,,,27.514,0.810,0.270,608.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,3-11,survey_3DGS_3-11,3DGS,,,,,27.572,0.834,0.231,609.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,4-10,survey_3DGS_4-10,3DGS,,,,,27.024,0.800,0.279,610.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,4-25,survey_3DGS_4-25,3DGS,,,,,27.560,0.921,0.122,611.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,4-28,survey_3DGS_4-28,3DGS,,,,,26.983,0.898,0.281,612.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,5-6,survey_3DGS_5-6,3DGS,,,,,28.008,0.914,0.144,613.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,5-13,survey_3DGS_5-13,3DGS,,,,,29.400,0.902,0.189,614.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,6-7,survey_3DGS_6-7,3DGS,,,,,32.600,0.951,0.127,615.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,6-22,survey_3DGS_6-22,3DGS,,,,,32.457,0.942,0.096,616.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,6-26,survey_3DGS_6-26,3DGS,,,,,26.768,0.831,0.218,617.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,6-31,survey_3DGS_6-31,3DGS,,,,,27.081,0.889,0.162,618.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,6-44,survey_3DGS_6-44,3DGS,,,,,28.248,0.865,0.211,619.000,,,render_metrics,,3DGS compression survey table,allMothod,10.250
survey,1-23,survey_TC-GS_1-23,TC-GS,,,,,23.718,0.721,0.342,17.948,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-42,survey_TC-GS_1-42,TC-GS,,,,,26.813,0.782,0.323,17.257,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-71,survey_TC-GS_1-71,TC-GS,,,,,26.317,0.805,0.297,13.906,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-73,survey_TC-GS_1-73,TC-GS,,,,,26.330,0.801,0.278,19.160,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-78,survey_TC-GS_1-78,TC-GS,,,,,23.412,0.737,0.338,17.707,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-100,survey_TC-GS_1-100,TC-GS,,,,,26.431,0.826,0.261,18.429,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,2-6,survey_TC-GS_2-6,TC-GS,,,,,24.845,0.745,0.322,15.670,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,2-8,survey_TC-GS_2-8,TC-GS,,,,,27.284,0.838,0.323,8.773,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,3-7,survey_TC-GS_3-7,TC-GS,,,,,26.117,0.748,0.343,16.243,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,3-11,survey_TC-GS_3-11,TC-GS,,,,,25.058,0.721,0.357,13.574,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,4-10,survey_TC-GS_4-10,TC-GS,,,,,25.988,0.712,0.383,18.599,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,4-25,survey_TC-GS_4-25,TC-GS,,,,,23.229,0.777,0.296,18.699,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,4-28,survey_TC-GS_4-28,TC-GS,,,,,27.304,0.885,0.302,7.327,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,5-6,survey_TC-GS_5-6,TC-GS,,,,,23.180,0.737,0.370,19.758,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,5-13,survey_TC-GS_5-13,TC-GS,,,,,27.101,0.817,0.298,14.579,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,6-7,survey_TC-GS_6-7,TC-GS,,,,,29.056,0.897,0.236,5.601,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,6-22,survey_TC-GS_6-22,TC-GS,,,,,29.067,0.865,0.208,18.771,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,6-26,survey_TC-GS_6-26,TC-GS,,,,,25.655,0.768,0.319,21.651,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,6-31,survey_TC-GS_6-31,TC-GS,,,,,24.147,0.709,0.339,19.725,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,6-44,survey_TC-GS_6-44,TC-GS,,,,,25.231,0.810,0.270,16.613,,,render_metrics,,3DGS compression survey table,allMothod,10.333
survey,1-23,survey_compact3dgs_1-23,compact3dgs,,,,,24.033,0.763,0.285,66.946,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-42,survey_compact3dgs_1-42,compact3dgs,,,,,26.079,0.774,0.326,45.829,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-71,survey_compact3dgs_1-71,compact3dgs,,,,,26.132,0.809,0.280,44.641,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-73,survey_compact3dgs_1-73,compact3dgs,,,,,25.628,0.800,0.267,56.018,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-78,survey_compact3dgs_1-78,compact3dgs,,,,,24.379,0.787,0.281,59.623,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-100,survey_compact3dgs_1-100,compact3dgs,,,,,26.519,0.848,0.215,76.307,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,2-6,survey_compact3dgs_2-6,compact3dgs,,,,,25.748,0.816,0.225,86.120,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,2-8,survey_compact3dgs_2-8,compact3dgs,,,,,26.814,0.835,0.322,33.982,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,3-7,survey_compact3dgs_3-7,compact3dgs,,,,,26.088,0.770,0.311,45.810,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,3-11,survey_compact3dgs_3-11,compact3dgs,,,,,25.599,0.769,0.291,55.082,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,4-10,survey_compact3dgs_4-10,compact3dgs,,,,,25.401,0.745,0.319,51.399,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,4-25,survey_compact3dgs_4-25,compact3dgs,,,,,23.719,0.846,0.208,135.339,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,4-28,survey_compact3dgs_4-28,compact3dgs,,,,,25.977,0.875,0.311,32.366,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,5-6,survey_compact3dgs_5-6,compact3dgs,,,,,25.097,0.852,0.217,146.077,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,5-13,survey_compact3dgs_5-13,compact3dgs,,,,,26.906,0.844,0.248,57.836,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,6-7,survey_compact3dgs_6-7,compact3dgs,,,,,29.386,0.916,0.167,50.467,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,6-22,survey_compact3dgs_6-22,compact3dgs,,,,,29.399,0.902,0.142,83.908,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,6-26,survey_compact3dgs_6-26,compact3dgs,,,,,25.766,0.802,0.263,87.527,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,6-31,survey_compact3dgs_6-31,compact3dgs,,,,,24.776,0.765,0.275,68.281,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,6-44,survey_compact3dgs_6-44,compact3dgs,,,,,25.171,0.839,0.210,75.081,,,render_metrics,,3DGS compression survey table,allMothod,11.333
survey,1-23,survey_Minisplatting_1-23,Minisplatting,,,,,23.428,0.727,0.327,27.773,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-42,survey_Minisplatting_1-42,Minisplatting,,,,,26.194,0.783,0.310,24.421,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-71,survey_Minisplatting_1-71,Minisplatting,,,,,25.967,0.805,0.278,21.256,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-73,survey_Minisplatting_1-73,Minisplatting,,,,,25.186,0.788,0.284,21.838,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-78,survey_Minisplatting_1-78,Minisplatting,,,,,23.603,0.756,0.315,21.255,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-100,survey_Minisplatting_1-100,Minisplatting,,,,,25.483,0.831,0.237,25.474,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,2-6,survey_Minisplatting_2-6,Minisplatting,,,,,25.106,0.785,0.266,30.305,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,2-8,survey_Minisplatting_2-8,Minisplatting,,,,,26.757,0.835,0.323,13.332,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,3-7,survey_Minisplatting_3-7,Minisplatting,,,,,25.591,0.756,0.333,21.806,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,3-11,survey_Minisplatting_3-11,Minisplatting,,,,,25.399,0.752,0.309,26.107,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,4-10,survey_Minisplatting_4-10,Minisplatting,,,,,25.201,0.735,0.341,28.610,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,4-25,survey_Minisplatting_4-25,Minisplatting,,,,,23.984,0.813,0.248,44.293,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,4-28,survey_Minisplatting_4-28,Minisplatting,,,,,25.959,0.879,0.304,11.910,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,5-6,survey_Minisplatting_5-6,Minisplatting,,,,,23.919,0.778,0.309,44.749,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,5-13,survey_Minisplatting_5-13,Minisplatting,,,,,26.985,0.841,0.244,29.897,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,6-7,survey_Minisplatting_6-7,Minisplatting,,,,,29.787,0.925,0.164,14.122,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,6-22,survey_Minisplatting_6-22,Minisplatting,,,,,28.450,0.879,0.177,32.048,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,6-26,survey_Minisplatting_6-26,Minisplatting,,,,,25.091,0.760,0.324,29.102,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,6-31,survey_Minisplatting_6-31,Minisplatting,,,,,24.051,0.726,0.323,26.158,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,6-44,survey_Minisplatting_6-44,Minisplatting,,,,,24.670,0.814,0.244,25.792,,,render_metrics,,3DGS compression survey table,allMothod,11.667
survey,1-23,survey_FC-GS_1-23,FC-GS,,,,,19.383,0.669,0.200,54.895,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-42,survey_FC-GS_1-42,FC-GS,,,,,21.244,0.711,0.212,32.313,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-71,survey_FC-GS_1-71,FC-GS,,,,,21.725,0.740,0.201,30.955,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-73,survey_FC-GS_1-73,FC-GS,,,,,19.918,0.704,0.197,33.698,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-78,survey_FC-GS_1-78,FC-GS,,,,,19.506,0.677,0.236,47.107,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-100,survey_FC-GS_1-100,FC-GS,,,,,21.018,0.764,0.145,47.620,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,2-6,survey_FC-GS_2-6,FC-GS,,,,,20.245,0.700,0.180,59.600,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,2-8,survey_FC-GS_2-8,FC-GS,,,,,21.360,0.784,0.226,34.131,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,3-7,survey_FC-GS_3-7,FC-GS,,,,,20.410,0.672,0.287,27.717,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,3-11,survey_FC-GS_3-11,FC-GS,,,,,22.185,0.744,0.187,51.984,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,4-10,survey_FC-GS_4-10,FC-GS,,,,,21.944,0.679,0.214,59.713,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,4-25,survey_FC-GS_4-25,FC-GS,,,,,18.734,0.676,0.202,77.679,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,4-28,survey_FC-GS_4-28,FC-GS,,,,,20.569,0.815,0.221,38.369,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,5-6,survey_FC-GS_5-6,FC-GS,,,,,19.574,0.635,0.251,98.962,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,5-13,survey_FC-GS_5-13,FC-GS,,,,,22.455,0.761,0.163,41.207,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,6-7,survey_FC-GS_6-7,FC-GS,,,,,22.249,0.805,0.117,20.750,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,6-22,survey_FC-GS_6-22,FC-GS,,,,,22.031,0.770,0.136,41.766,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,6-26,survey_FC-GS_6-26,FC-GS,,,,,21.437,0.724,0.189,57.524,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,6-31,survey_FC-GS_6-31,FC-GS,,,,,20.039,0.668,0.205,57.524,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,6-44,survey_FC-GS_6-44,FC-GS,,,,,19.908,0.718,0.179,48.940,,,render_metrics,,3DGS compression survey table,allMothod,11.833
survey,1-23,survey_Lightgaussian_1-23,Lightgaussian,,,,,24.320,0.764,0.292,392.138,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-42,survey_Lightgaussian_1-42,Lightgaussian,,,,,26.259,0.774,0.340,175.644,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-71,survey_Lightgaussian_1-71,Lightgaussian,,,,,26.575,0.819,0.276,264.895,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-73,survey_Lightgaussian_1-73,Lightgaussian,,,,,25.488,0.792,0.291,224.205,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-78,survey_Lightgaussian_1-78,Lightgaussian,,,,,24.352,0.778,0.310,281.697,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-100,survey_Lightgaussian_1-100,Lightgaussian,,,,,26.659,0.850,0.228,361.130,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,2-6,survey_Lightgaussian_2-6,Lightgaussian,,,,,26.216,0.819,0.236,407.525,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,2-8,survey_Lightgaussian_2-8,Lightgaussian,,,,,26.586,0.833,0.331,111.166,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,3-7,survey_Lightgaussian_3-7,Lightgaussian,,,,,25.979,0.750,0.347,165.273,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,3-11,survey_Lightgaussian_3-11,Lightgaussian,,,,,26.066,0.773,0.299,246.503,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,4-10,survey_Lightgaussian_4-10,Lightgaussian,,,,,25.464,0.728,0.351,194.879,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,4-25,survey_Lightgaussian_4-25,Lightgaussian,,,,,26.239,0.887,0.162,654.902,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,4-28,survey_Lightgaussian_4-28,Lightgaussian,,,,,26.044,0.879,0.309,119.238,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,5-6,survey_Lightgaussian_5-6,Lightgaussian,,,,,26.508,0.874,0.195,800.511,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,5-13,survey_Lightgaussian_5-13,Lightgaussian,,,,,27.936,0.863,0.236,282.481,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,6-7,survey_Lightgaussian_6-7,Lightgaussian,,,,,30.644,0.935,0.157,165.865,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,6-22,survey_Lightgaussian_6-22,Lightgaussian,,,,,30.311,0.910,0.143,412.095,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,6-26,survey_Lightgaussian_6-26,Lightgaussian,,,,,26.265,0.799,0.294,385.430,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,6-31,survey_Lightgaussian_6-31,Lightgaussian,,,,,25.039,0.770,0.287,335.331,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,6-44,survey_Lightgaussian_6-44,Lightgaussian,,,,,25.648,0.844,0.221,347.001,,,render_metrics,,3DGS compression survey table,allMothod,12.667
survey,1-23,survey_gaussianspa_1-23,gaussianspa,,,,,23.443,0.723,0.334,106.796,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-42,survey_gaussianspa_1-42,gaussianspa,,,,,26.651,0.790,0.304,101.522,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-71,survey_gaussianspa_1-71,gaussianspa,,,,,26.205,0.810,0.274,106.681,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-73,survey_gaussianspa_1-73,gaussianspa,,,,,25.849,0.803,0.271,107.060,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-78,survey_gaussianspa_1-78,gaussianspa,,,,,24.366,0.776,0.298,106.461,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-100,survey_gaussianspa_1-100,gaussianspa,,,,,26.343,0.839,0.237,107.462,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,2-6,survey_gaussianspa_2-6,gaussianspa,,,,,25.129,0.781,0.275,107.190,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,2-8,survey_gaussianspa_2-8,gaussianspa,,,,,27.192,0.843,0.313,105.747,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,3-7,survey_gaussianspa_3-7,gaussianspa,,,,,26.091,0.762,0.325,97.891,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,3-11,survey_gaussianspa_3-11,gaussianspa,,,,,25.572,0.753,0.308,106.949,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,4-10,survey_gaussianspa_4-10,gaussianspa,,,,,25.503,0.728,0.353,99.616,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,4-25,survey_gaussianspa_4-25,gaussianspa,,,,,23.232,0.774,0.298,106.540,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,4-28,survey_gaussianspa_4-28,gaussianspa,,,,,26.490,0.886,0.294,107.086,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,5-6,survey_gaussianspa_5-6,gaussianspa,,,,,23.316,0.739,0.359,107.694,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,5-13,survey_gaussianspa_5-13,gaussianspa,,,,,27.245,0.837,0.259,101.901,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,6-7,survey_gaussianspa_6-7,gaussianspa,,,,,31.167,0.938,0.146,91.718,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,6-22,survey_gaussianspa_6-22,gaussianspa,,,,,29.001,0.881,0.183,106.679,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,6-26,survey_gaussianspa_6-26,gaussianspa,,,,,25.319,0.760,0.327,106.925,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,6-31,survey_gaussianspa_6-31,gaussianspa,,,,,24.483,0.738,0.314,106.536,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,6-44,survey_gaussianspa_6-44,gaussianspa,,,,,25.048,0.825,0.236,107.256,,,render_metrics,,3DGS compression survey table,allMothod,13.333
survey,1-23,survey_Octree-GS_1-23,Octree-GS,,,,,23.048,0.706,0.339,79.979,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,1-42,survey_Octree-GS_1-42,Octree-GS,,,,,26.623,0.793,0.292,80.002,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,1-71,survey_Octree-GS_1-71,Octree-GS,,,,,26.631,0.831,0.239,114.507,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,1-73,survey_Octree-GS_1-73,Octree-GS,,,,,21.659,0.652,0.427,46.653,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,1-78,survey_Octree-GS_1-78,Octree-GS,,,,,20.328,0.603,0.465,21.491,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,1-100,survey_Octree-GS_1-100,Octree-GS,,,,,21.168,0.654,0.440,13.764,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,2-6,survey_Octree-GS_2-6,Octree-GS,,,,,21.287,0.584,0.453,15.707,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,2-8,survey_Octree-GS_2-8,Octree-GS,,,,,24.323,0.757,0.410,7.028,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,3-7,survey_Octree-GS_3-7,Octree-GS,,,,,23.993,0.683,0.407,33.737,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,3-11,survey_Octree-GS_3-11,Octree-GS,,,,,23.689,0.661,0.401,30.328,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,4-10,survey_Octree-GS_4-10,Octree-GS,,,,,24.550,0.656,0.417,34.681,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,4-25,survey_Octree-GS_4-25,Octree-GS,,,,,20.510,0.625,0.393,26.897,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,4-28,survey_Octree-GS_4-28,Octree-GS,,,,,25.199,0.846,0.348,13.338,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,5-6,survey_Octree-GS_5-6,Octree-GS,,,,,25.085,0.838,0.245,145.552,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,5-13,survey_Octree-GS_5-13,Octree-GS,,,,,22.835,0.619,0.481,8.832,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,6-7,survey_Octree-GS_6-7,Octree-GS,,,,,21.762,0.746,0.399,2.186,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,6-22,survey_Octree-GS_6-22,Octree-GS,,,,,25.606,0.773,0.301,39.751,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,6-26,survey_Octree-GS_6-26,Octree-GS,,,,,22.981,0.653,0.416,32.689,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,6-31,survey_Octree-GS_6-31,Octree-GS,,,,,20.824,0.542,0.496,10.875,,,render_metrics,,3DGS compression survey table,allMothod,13.833
survey,6-44,survey_Octree-GS_6-44,Octree-GS,,,,,22.034,0.688,0.390,86.941,,,render_metrics,,3DGS compression survey table,allMothod,13.833
